,date,title,rating,userName,isEdited,review,developerResponse
50,6/10/22 0:11,Was charged over $300 because of a “bug” in their system,1,____willy______,FALSE,"Was charged over $300 because of a “bug” in their system.Spent 45 minutes on hold with support before I gave up. Email support message was ignored for ovwr 48 hours. Now being told to expect a refund in 5-7 business days.

Do not use if you cannot handle large unexpected charges on your account.",
51,10/28/19 13:55,Great App!,4,Ahod13,FALSE,"Great App!.Very easy, convenient, and it’s awesome to not need a physical fob to rent a bike! Only beef is the couple times the app has gone down, preventing me from being able to get home from work. Otherwise, great application.",
52,6/2/19 3:18,"*When* it works, it’s okay.",2,LG8893,FALSE,"*When* it works, it’s okay..Couldn’t get the app to process for me to unlock a bike, had to have a friend buy 2 passes so I could ride too. Still got charged for the failed transaction. Emailed customer service and they replied right away, but the entire process was annoying and the bikes aren’t that great.",
53,2/21/20 0:43,Great- but please sync with google maps,5,Latislov,FALSE,Great- but please sync with google maps.Could you have google maps link to google maps app similar to Lyft and Uber?,
54,4/19/19 2:24,No customer service,1,Juancdiazg,FALSE,"No customer service.So I had problems taking off the bike from the dock after I payed for it, and the app didn’t recognized that I actually wasn’t able to ride the bike. I wrote them for my problem and had NO response whatsoever. Totally felt robbed. Never gonna use it again ever, dont download it, there are other similar services that are way better.",
55,8/16/22 17:08,Absolute hot garbage,1,isprainedmyuvula,FALSE,"Absolute hot garbage.I’ve tried to get a scooter now 7 times, and something fails every time preventing me from doing so. The latest is the safety quiz popping up over and over and over and the the scooter not unlocking. 

Divvy was fine before Lyft took it over. Chicagoans deserve better than this crap. 

Disgraceful.",
56,7/13/19 16:44,Terrible,1,girl girl,FALSE,"Terrible.This app never worlds for me. It will say error when I try to unlock a bike, when I try to find bikes, and when I enter my card information. I’m a member and have only been able to ride ONCE, but have been charged multiple times. The codes never work to unlock my bike either. Could be a great idea if they didn’t mess it up",
57,5/15/20 22:28,Integration with Lyft ruined Divvy,2,divvy user,FALSE,"Integration with Lyft ruined Divvy.In our family 2 out of 3 people don’t have the app working. It has so many issues: login, then interface, then one phone doesn’t have a camera, so you can’t use that phone and got to use 2 accounts on one phone.",
58,7/31/19 14:20,Love the divvy app!,5,ejhs27,FALSE,Love the divvy app!.It’s always up to date in terms of how many bikes and docking stations are available. Very convenient and easy to unlock a bike.,
59,8/10/19 20:38,Easy,5,VitaminV6,FALSE,Easy.Simple. Decent bikes though they’re heavy. Wish they did have lockdown. Then (like the redbones in Cincinnati) so that you could make pit stops,
60,7/26/18 2:46,So close to being perfect.,3,Tony Gold Coast,FALSE,"So close to being perfect..App is cool and helps find stations/bikes efficiently.  I love how the app records a workout on Apple products, but it doesn’t keep track of the calories.  It logs as a workout, but all the calories are lost.  Please fix this and the app will be perfect.",
61,7/22/20 14:02,Navigation tool?,2,vintagetrouble,FALSE,"Navigation tool?.I am disappointed with the app because it does not allow for you to “map” out a ride. Often I will like to ride to an area, but I cannot find a simple map tool to allow me to see where the closest dock station is OR clear bike-only lanes.",
62,5/28/19 22:41,Convenient,3,Johi J.,FALSE,"Convenient.I love the divvy app. Only problem I see is when I go to “Ride History” it only shows my last trip. Ride history is available on the website, but not on the app.",
63,9/20/22 3:19,Simply the worst transit app available,1,alexcarnovale,FALSE,"Simply the worst transit app available.I’d recommend looking elsewhere if you’d like a reliable app or mode of transport. The pay stations, bikes, and scooters don’t work. Don’t waste your time. Banging your head against the wall would be easier (and less painful) than using this app",
64,11/2/21 2:41,Where are my “favorites “??,1,mac2fxuser,FALSE,"Where are my “favorites “??.The old divvy app let you save your favorite stations so you could quickly see which stations had bike or docks open. Why did they take that feature away?

Seems like the nes app only wants to give you directions",
65,7/19/18 13:38,It’s very good,3,K2Kevin,FALSE,"It’s very good.It’s a very good app, and it works most of the time. I don’t know if a more perfect app for the Apple Watch exists, and the fact it’s still not a part of divvy is just CRAZINESS.  Get off your butts, stop eating ice cream in front of the A/C and get back to work.",
66,8/9/19 18:55,A lot of fun,5,Jakob Hunter,FALSE,A lot of fun.Best way to travel around Chicago and see the city when you’re not from here.,
67,7/22/19 12:21,Great experience!,5,N/Aa1,FALSE,Great experience!.Functional and convenient technology with reliable hardware = solving social and community problems,
68,10/14/19 2:45,"Service good, but beware of overcharges",3,addycarp,FALSE,"Service good, but beware of overcharges.I enjoyed using the actual bike service, but I got charged seven times for four rides, even according to my own ride log. Keep an eye out.",
69,4/25/19 16:49,Auto completion,2,cpcowart,FALSE,"Auto completion.Sign up was a pain because the app

1) doesn’t support iOS keychain / suggested passwords. So despite all the crazy rules I had to adhere to, I used an easy to crack password because I had no other way to remember it.

2) doesn’t support Apple Pay. Ok fine, but you don’t support iOS credit card auto fill either, so I had to dig out my physical card.

Users shouldn’t have had to do either of these things for several years now — get with the program.",
70,4/8/21 22:26,Terrible customer service,1,Justin Rychlewski,FALSE,Terrible customer service.Tried to rent a bike and it wouldn’t unlock. Unable to get support at time and charged my credit card for a maximum ride. Been trying to get ahold of customer service for 2 days and they won’t respond!!!! Don’t use.,
71,7/2/21 13:41,Doesn’t unlock bikes,1,Irishlass6391,FALSE,"Doesn’t unlock bikes.The app will show that an edivvy is fully charged, but when I go to unlock it, I get an error that says “please use a different bike”. This usually happens when I lock up and go into a store and come out to use the same bike.",
72,6/23/19 13:48,Horrible App,1,JS Chicago,FALSE,"Horrible App.Absolutely horrible app that left us stranded 2 days in a row. I even had to call customer service, sit on the phone for 30 minutes and they still were telling me they couldn’t fix the situation. I was also charged for a trip that I couldn’t take.",
73,7/31/18 12:42,Highly Problematic,1,Happy to Purchase,FALSE,"Highly Problematic.Totally unreliable application. Map frequently does not know your location and therefore won't unlock a bike because it doesn't think you are close enough, or if it does recognize your location, sends you an error message.",
74,10/6/20 2:06,Worst Customer Service I’ve Ever Experienced,1,Will Carson.,FALSE,"Worst Customer Service I’ve Ever Experienced.The app glitched and now says I need to be 16+ to ride, even though I’m 19. I have attempted to reach Divvy and Lyft for the past 2 weeks with no response, through calling, texting, contacting support, and emailing. Meanwhile, I paid $99 for an annual membership that I am unable to use.",
75,9/6/19 20:03,Trash and dishonest.,1,UlyssesLouzada,FALSE,"Trash and dishonest..The service is a trash.
I used once and when arrived at the station was full and I need to find another and for 1 minute the divy charged me $6. Yes $6 for one minute. I tried talk with the customer service, but they never reply me. I don’t recommend and I will never more use it.",
76,8/1/19 15:51,Never accurate,1,carlie jean v,FALSE,"Never accurate.This app never reflects the correct amount of available bikes at a station. It might show 2 bikes available, but those bikes are flagged for maintenance and unable to use. So basically you just have to walk around and see what is available.",
77,6/7/18 13:16,Apple Health Broken,2,tatrueg,FALSE,"Apple Health Broken.Tried to select the “Sync with Health app” and it says I need to go into settings to turn it on. When I go into Health settings, Divvy isn’t there because I need to select it in the app. Seems like something isn’t right here.",
78,6/25/20 16:18,So frustrating,1,ktodarling,FALSE,"So frustrating.I agree that this new app is now close to impossible for existing users to just sign in, you guys need to fix it instead of just writing “thanks for your feedback” to satisfied users if we’re paying $100 a year for this.","{'id': 16226415, 'body': 'Hello. Sorry to hear you are having issues with the app. Can you please tell us more details though our contact form here (https://help.divvybikes.com/) so that we can help you fix the problem. Thanks', 'modified': '2020-06-25T23:03:47Z'}"
79,7/9/19 0:37,Poor App,1,Kushmaster420bro,FALSE,"Poor App.Data provided by the app is consistently wrong. Bikes at stations when there are not any available- same goes for docks. Stations marked “valet” never seem
to have an attendant working which makes it increasingly frustrating to try and plan a commute.",
80,6/28/22 19:45,Zero Customer Support,2,Jujubearsuk,FALSE,"Zero Customer Support.Divvy in itself is great but you are 100% at your own risk when it comes to THEIR issues. 

Bike won’t dock? You’ll still be charged. 

E-Assist makes it harder to pedal? Even as a member we’re still charging full price. 

You can submit emails and issues but absolutely do not expect to ever been contacted. When Lyft bought Divvy in the fall of 2021, it all took a nosedive.",
81,6/29/22 13:51,Available bike count does not reflect this universe,2,Thunderdrawers,FALSE,"Available bike count does not reflect this universe.Pros: qr scanning of bikes very easy

Cons: bike count almost always completely inaccurate. Assume it reflects bikes available at (unreachable) station in alternate universe.",
82,7/15/22 16:25,New eBike pricing is a joke,1,double-a_b,FALSE,"New eBike pricing is a joke.The per minute pricing on ebikes is absolutely insane and not worth it. Ordering a Lyft is cheaper in most instances. It’s almost like that’s what they want you to do ….. 

Won’t use an ebike again until this is fixed.",
83,7/31/19 13:47,Review,4,DRAAA21,FALSE,"Review.-Sometimes a red light appears on a mounted bike ,disabling its rental or use .

-Company should seriously has a policy regarding the minimum amount of mounted 
Bikes to be at least 1-2 mounted.",
84,7/17/18 16:13,No favorites??  Really?,1,Harried commuter,FALSE,"No favorites??  Really?.No way save favorite bike locations...if anyone know how please share.  Divvy staff doesn’t know how either...two phone calls, one I was supposed to get an email and the other one was told to just “reload” the app which I had already done....",
85,7/1/19 17:33,Baked-in scam mechanics,1,mawzwhitney,FALSE,"Baked-in scam mechanics.Be careful when you buy a single pass as they are use it or lose it within 30 mins of purchase. That isn't mentioned in the app, tough, and customer service is not super friendly or proactive in explaining how that works.",
86,10/26/21 4:24,I’d rather walk 10 miles than use divvy,1,i_miss_the_old_fuzzys,FALSE,I’d rather walk 10 miles than use divvy.Absolutely awful bikes and customer service. Might as well walk the whole way than pay to shuttle their crappy bikes around.,
87,4/10/20 17:33,Hate this app,1,:(-------,FALSE,Hate this app.Notifications required. Dislike requirement to scan. Poor functionality. As a daily rider this is a huge downgrade. I’ve taken 1000+ rides and immediately deleted this app after first use,
88,6/26/19 3:12,Horrible Customer Service,1,AJL2033,FALSE,"Horrible Customer Service.This app is terrible, full of bugs, and, after the latest experience my fiancé had with customer service, I’m reluctant to call them about anything. Save your $$ and put it towards a new bike.",
89,8/10/19 19:49,Reserve feature?,4,first-time-user721,FALSE,"Reserve feature?.Great app, but would be useful if riders could reserve a dock near/at their destination when they unlock a bike",
90,6/24/21 17:57,App won’t unlock bikes,1,Try Beta Testing,FALSE,"App won’t unlock bikes.The app won’t unlock bikes. After waiting over two weeks for help, the company‘s only suggestion was to update or reinstall the app. Don’t waste your money.",
91,8/3/18 20:27,Worst experience,1,Kallenroth,FALSE,"Worst experience.So so bad.  Worst experience trying to grab two simple bikes.  If something goes wrong with your bike divvy won’t help and of course wont refund you.  Lost a few bucks than had to Uber.  

Heads up.  Would never use Divvy again.",
92,3/27/20 10:26,Irresponsible with respect to COVID-19,1,jay.kim.chicago,FALSE,"Irresponsible with respect to COVID-19.Instead of noticing users to avoid the use of public bikes, taking care of bikes by sanitizing them or warming users of some sort, this company is offering discounts on rides so it can make up for the loss from the current lack of demand.",
93,9/15/19 0:48,Very useful and non buggy,5,TejaTkw,FALSE,Very useful and non buggy.Very useful and non buggy,
94,6/9/18 0:36,Doesn’t work,1,Andrew K 56,FALSE,Doesn’t work.Errors out when submitting payment with credit card. Divvy rep was at the station and said that there have been many issues. Guided us to use the kiosk instead.,
95,5/27/18 23:36,Atrocious App,1,firsttimeuser300000,FALSE,"Atrocious App.Tried to rent a bike, the app worked except it consistently wouldn’t allow me to put in ANY credit card (so clearly not a problem with the card). Said to talk to customer service without a clear way to do so.",
96,8/17/18 13:29,Bad customer service,1,pingoman4,FALSE,"Bad customer service.Very bad customer service.
Much less quality than other sharing bikes companies in other cities.
Some stations are always empty and they don't add bikes.
Useless in the majority of the time.",
97,8/5/18 3:05,App not great and bikes slow,1,SWT112233,FALSE,App not great and bikes slow.The app should let you type in businesses like in google maps. Then show divvy stations around that business. Also the bikes are unbelievably slow. Like shockingly slow.,
98,6/29/22 22:06,Unreliable,1,FloatableSix,FALSE,Unreliable.The app keeps sending me docks without available bikes. I don’t think it know the difference between a available and non available bike!,
99,12/29/19 16:28,Love the Divvy service,5,saraweiz,FALSE,Love the Divvy service.So convenient to have in the city! The bikes are very well maintained!,
100,6/18/19 18:34,Expensive-use local beach vendors,2,Tg54321,FALSE,Expensive-use local beach vendors.Really crappy bikes compared to other big cities. And expensive. Find a local vendor on the beach. Bike is better and cheaper.,
101,10/18/19 12:15,Divvying,5,hufub,FALSE,Divvying.The app unlocked the bike seamlessly. Always good when there’s room to dock.,
102,7/29/21 18:55,Horrible Customer Service,1,Lee Bets,FALSE,"Horrible Customer Service.Like talking to a brick wall. They can’t help and have no authority to make a decision, and can’t put you in touch with anyone that does.",
103,6/21/21 16:16,Rip off,1,Unibat,FALSE,Rip off.$3 to check a bike out for .5 hour. $2.50 for a bus or train ride no limit unless you change directions.,
104,5/23/18 21:34,Obnoxious ads,2,Koalabear803,FALSE,Obnoxious ads.Same time the divvy app gets updated the transit app stops working for divvy.  Coincidence?  Wouldn't be bad but transit is a great app and divvy has obnoxious banner ads.,"{'id': 3599710, 'body': ""The timing was funny, but yes, it was actually a coincidence. Transit is a valued partner of ours and we look forward to a continued integration with them. Their app is indeed great-- that's a big part of the reason we're so happy with the partnership. We are constantly striving to improve our app so we value your feedback about the in-app sponsorships. Nobody likes ads, but we aim to make them unobtrusive. By your feedback, it sounds like we missed the mark a bit. Thank you again and we'll take this into consideration. \n\nCheers,\nJake & The Divvy App Team"", 'modified': '2018-05-25T17:43:43Z'}"
105,6/9/20 13:51,No route directions,1,amstutz,FALSE,No route directions.No ability to get directions from current location to Divvy station to docking station and then final destination.,
106,3/17/22 23:54,Really bad service,1,camilaosses,FALSE,"Really bad service.Unclear instructions for fees, doesn’t specify when you are being charged for using an e-bike or a regular one. Terrible experience.",
107,7/9/19 19:02,Divy Bikes Rock!,5,arietta49,FALSE,"Divy Bikes Rock!.Good solid bike. Gear change is amazing smooth, overall 5 stars!",
108,6/29/22 14:14,Bikes show available on the app but aren’t working when you arrive.,1,stanfordjack,FALSE,Bikes show available on the app but aren’t working when you arrive..Very frustrating.,
109,7/4/21 14:40,Horrible,1,les_ras,FALSE,"Horrible.Tried to use Divvy in a pinch.  Got all set up with the app, but when I tried to unlock a bike, NONE of them would release.",
110,11/10/19 19:03,"Great app, great bikes",5,ZSuggestion,FALSE,"Great app, great bikes.what else do you need",
111,10/16/19 4:04,Great service,5,Maylcol P,FALSE,Great service.Thank you. I wish Divvy had bicycles on Clark and Thome Ave.,
112,3/24/21 20:22,Password reset is broken,1,BodegaChi,FALSE,Password reset is broken.Very difficult to get my password reset,
113,7/30/22 22:19,Buying at the dock,1,Bruhitz_kevinz,FALSE,Buying at the dock.When I tried to buy this bike for 3 dollars it wouldn’t work it’s literally a scam don’t waste your time,
114,7/31/21 18:35,"Poor app design, bad customer service",1,sinklinia,FALSE,"Poor app design, bad customer service.Try not to use Divvy as much as you can when you are in Chicago...",
115,6/18/20 3:49,Plan a ride?,1,Haldkdiwjsh,FALSE,Plan a ride?.Why would I ever check out a bike if I can’t see where I can park it or plan a ride? This is the worst update and literally makes no sense.,
116,8/1/19 23:09,Divy,5,Divyguy4444555,FALSE,Divy.Divy you. Divy me. Divy everywhere. I’m so glad I got my Divy subscription. 5 stars!!!,
117,6/7/18 23:11,Apple health integration is broken,1,Munale,FALSE,Apple health integration is broken.Would also be nice to get more ride data than just the last one,
118,5/2/20 19:40,Calorie Counter,1,TaylorI1991,FALSE,Calorie Counter.The app used to track calories burned. I would appreciate if the develops added that feature back.,
119,5/1/19 22:05,Only allows one bike purchase,1,DanielleLea,FALSE,Only allows one bike purchase.The app doesn’t allow you to rent multiple bikes at the same time.,
120,8/5/19 23:30,Oftentimes needlessly difficult,3,That guy13257,FALSE,Oftentimes needlessly difficult.Title,
121,8/30/18 0:57,River north beware,1,Bob6543,FALSE,"River north beware.Bikes from 5-9pm don’t exist plan to walk 15 min plus or wait 30 for someone to arrive.

App logs you out on updates which is a pain",
122,9/25/19 12:26,Awesome service,5,J6b,FALSE,Awesome service.I really like bikes.,
123,7/10/19 22:27,Murrayrides,5,Murrayrides,FALSE,Murrayrides.Love using Divvy it’s so convenient.,
124,10/31/18 19:25,Not worth the hassle,1,Aj013,FALSE,Not worth the hassle.Key didn’t work. Undocking and re-docking didn’t work. Kiosk didn’t work. I got charged for all their system mishaps.,
125,12/22/21 21:16,Slow app that hangs my phone,1,gusfring@lospolloshermanos,FALSE,Slow app that hangs my phone.The UI is terrible and hangs.,
126,11/16/22 23:37,Gabage utter garbage,1,Evil monkey 27,FALSE,Gabage utter garbage.Divvy is garbage and the app is useless. Buy 10 bikes and stash them around town. Or just walk it’s faster,
127,9/29/21 22:20,Broken app,1,Alex1112355256,FALSE,Broken app.Won’t send me a forgot password email,
128,8/9/18 12:51,Misreported Health Statistics,4,Pete Mayhem,FALSE,"Misreported Health Statistics.Good app. When connecting to Apple Health, why is Divvy misidentified as Activity and not Cycling?",
129,9/1/18 22:27,Passcode doesn’t work,1,Kdbzjakfbbzjanfb,FALSE,Passcode doesn’t work.Spent 15$ trying to rent 2 bikes for me and my girlfriend codes didnt work twice. Representative told us to walk to another station .5 miles away. DO NOT WASTE MONEY TRYING TO RENT BIKE!!,
130,5/11/22 17:15,Completely unusable app,1,milo stanley,FALSE,Completely unusable app.The app brought me to a link telling me to download the app for a bike.,
131,7/13/19 22:59,App is inaccurate,1,egl01,FALSE,App is inaccurate.Bike counts are not accurate in the app. Had to bike an extra few miles to find a free station.,
132,4/3/19 22:27,Awful,1,ccllkkss,FALSE,Awful.If Chicago has anything other than divvy I would get it but here I am..,
133,6/2/19 14:14,Bike would not undock,1,Byebyegreedy,FALSE,Bike would not undock.My 1st experience and probably last. Didn’t work,
134,6/6/18 21:45,Where my Apple Pay button?,1,Vascaino1979,FALSE,Where my Apple Pay button?.The UX in NY is amazing with Apple Pay now this version — no comments :(,
135,4/29/20 1:14,I love it,5,Galbert12,FALSE,I love it.I love it!! You should get it!!😃😃😀😀😃😆😁😀😃😆😀,
136,3/17/22 23:53,Terrible service,1,tvscientist,FALSE,Terrible service.Beware of the hidden fees and bikes that don’t work.,
137,9/22/18 18:07,Bike stations constantly empty,1,bobalooandthebigjew,FALSE,Bike stations constantly empty.Seems all stations I go to never have bikes. What a waste of money...,
138,8/2/19 23:33,Codes don’t work,1,StewieGriffin123,FALSE,Codes don’t work.Codes given in the app don’t work,
139,3/1/20 18:26,Great,5,DS Podcast Reviews,FALSE,Great.Love it,
140,7/20/19 21:42,Codes,2,Konradical9922,FALSE,"Codes.On too many occasions has my code not opened a bike, I’m done.",
141,7/11/19 23:47,Terrible,1,e4821,FALSE,Terrible.Poor SERVICE,
142,7/2/22 20:24,Lol,1,610537,FALSE,Lol.The best way to get robbed in Chicago,
143,7/11/19 21:12,Divvy is great!!!,5,Oluwade,FALSE,Divvy is great!!!.Love it!!!,
144,10/3/22 22:47,Convenient and works pretty well,4,Most_Indubitably_Ted,FALSE,"Convenient and works pretty well.Have been a Divvy member since 2015. When I first started I didn’t even use the app — just wanted something to speed up the last mile to and from the train to work. If there were bikes in the dock when I looked, I’d unlock one with my physical keyfob and ride; if not, I wouldn’t! This app is quite an improvement since then, and I use Divvy much more, being able to plan around availability.  

I’m pleased that the odd map scrolling bug in the 14.39.42 update was fixed quickly. That made the app really hard to use.  

As for app problems, there are sometimes little glitches such as an e-bike showing on the map when it’s actually nowhere to be seen, or inaccurate counts of available bikes at a dock. But for the most part it works as it should.  

I haven’t noticed very many payment oddities, even since the Lyft buyout. A few times recently the app has had trouble authorizing with Apple Pay, but it clears up after a while, and I’m not sure which party is to blame. I’ve had overbilling happen just a couple of times over the years, but when I’ve called support, they’ve resolved it quickly.",
145,8/29/22 20:23,No clue,1,green swann,FALSE,No clue.First time user I scan the bar code and takes me to Lyft driver app. I use Divvy app and it says there is no internet connection. I ask people around and absolutely no one knows how to rent a bike.,
146,9/24/21 0:55,Could not get a bike,1,nejastquvshs,FALSE,"Could not get a bike.I spent half an hour trying to get the app to work, i would not receive any code. I even searched it up to make sure I’m doing things correctly and it didn’t make a difference. A waste of time",
147,8/17/21 16:24,Can’t get in,1,French street,FALSE,Can’t get in.I can only get to the second screen of the introduction. Really disappointed because I’m  also having problem the stand with getting the code to work.,
148,6/30/21 1:35,Watch your bank statement,1,yoyo yoski yolanda,FALSE,"Watch your bank statement.I purchased a full day $15 pass off my credit card. I was able to use the code provided to me only once. Every time I docked the bike, I was no longer able to use the code provided and was told to scan the QR code instead. This is where the issue came into play. Apparently, every time I scan with my phone, it was accruing a whole different payment method. So not only was I charged $15 off my credit card, I was also charged $15-16 additional dollars from the app. Needless to say with the $25 hold, my few hours of riding cost me well over $50.

I reached out to customer service. Entering into day 6, I heard nothing else from them regarding my refund, which is why I’m leaving this review. Know what your doing before renting these bikes. I’ll walk to where I’m going before ever considering renting from them again.",
149,7/15/19 2:11,Terrible,1,oceanjelly,FALSE,"Terrible.We got two 30 min passes, got to a station with 3 bikes and only one was able to be taken out, biked to a different station and code wouldn’t work. Would never use again and reading the other reviews I’m scared to check my bank account.",
150,6/18/19 23:54,12.15.0 is Broken,1,Standup_Sitdown,FALSE,"12.15.0 is Broken.Your app is NOT showing racks or bikes available as of 6/18. Crazy frustrating since it happened twice and I missed my evening Metra train not having a bike. (On iOS 12.3.1, iPhone 7 Plus). 

I’ve emailed support a bunch of screenshots. Please show QA and have engineers fix, this is super frustrating to users who use the app to unlock bikes with a paid, yearly plan that’s up to date. 

Warning to potential users - don’t buy a yearly membership until this is fixed.",
151,6/18/19 23:12,Favorited don’t work,1,e@.s,FALSE,"Favorited don’t work.I tried to filter on favorites and not only did it not work, but I couldn’t take the filter off. Made the app unusable. Also for divvy pass holders you can’t use the app to generate a ride code. Needs some work.",
152,6/18/19 17:05,Trash app,1,et470,FALSE,Trash app.Charged me twice while not sending the code,
153,8/19/18 12:08,GPS location,1,mlhdlkjn,FALSE,GPS location.Ever since the last update of the divvy app my current location is always off which doesn’t allow me to unlock a bike when I’m at a dock station but the app shows me not close enough to get a code to unlock a bike.,
154,9/28/18 15:22,"Divvy app works great for me, why so many negative reviews?",5,liquidcourage,FALSE,"Divvy app works great for me, why so many negative reviews?.Divvy is a bike sharing service to get you from point A to point B. The bikes are slow and heavy because they have to be durable enough to withstand all the idiots out there that abuse them. And speaking of idiots, giving the app one star because it doesn’t have one feature you like such as keeping track of your favorite docks? If you can’t figure out how to find a dock without that, you probably shouldn’t be riding a bike in the city. One star for not adequately tracking the calories you burn? Come on. Buy a Fitbit if you want to know that. The purpose of the app is to help you find an available bike nearby and access it using a code, and it works very well at doing that. It runs off the GPS on your phone, so if the location isn’t accurate, blame your cell service, not the Divvy app. The app is also not responsible for the traffic in Chicago that makes it difficult for you to get around on a bike.  It’s much easier to get around on a bike than a car in many cases, and much cheaper than Uber.",
155,5/29/18 2:15,Broken! Broken!!!,1,AbJain89,FALSE,"Broken! Broken!!!.Yes, I said it twice.

I registered on the app but the app says incorrect/ email not recognized.

I asked for a discount code and they sent a discount code which expired in December, 2017!

Some of the touch screens in town don’t work. Some of the bikes can’t be taken out of the lock.",